item,itemLabel,position,positionLabel,start,psid
Q16150274,Sar Kheng,Q113501549,Minister of Interior,1992-02-03,Q16150274-920F660E-F432-43F7-8856-00526A17CD04
Q16979822,Aun Porn Moniroth,Q113501533,Minister of Economy and Finance (Cambodia),2013-09-24,Q16979822-1502C6D2-2A14-4872-B7FC-3A66152D3163
Q16979822,Aun Porn Moniroth,Q29146839,Deputy Prime Minister of Cambodia,2018-09-06,Q16979822-D74F59D3-64E7-476C-A503-65637201589D
Q23771428,Prak Sokhon,Q59326617,Minister of Foreign Affairs of Cambodia,2016-04-05,Q23771428-81AC1883-95B1-4428-891D-A8A79F81EB90
Q28969538,Bin Chhin,Q29146839,Deputy Prime Minister of Cambodia,2007-09-05,Q28969538-24d0e5f6-4e8a-6cf6-def7-9c11b5320b8c
Q4922569,Tea Banh,Q113501557,National Defence Minister,2006-06-27,Q4922569-9BF8E52E-021F-4C50-9B7E-293C41DD256C
Q4922569,Tea Banh,Q29146839,Deputy Prime Minister of Cambodia,2004-07-16,Q4922569-371ACCB8-5B78-4B77-9F4F-B3EC91C97505
Q56255440,Mam Bunheng,Q113501566,Minister of Health,2008-09-25,Q56255440-CEE2E475-D9A5-4C5B-85C9-2ACBCD405A8E
Q6816221,Men Sam An,Q29146839,Deputy Prime Minister of Cambodia,2008-09-25,Q6816221-8f587a9f-4ad8-9aca-93b1-4249f6a385c8
Q6816221,Men Sam An,Q62063457,Minister of National Assembly–Senate Relations and Inspection,2004-07-16,Q6816221-8359b316-4fce-f73d-4c1e-0e16bd50545b
Q58287,Hor Namhong,Q29146839,Deputy Prime Minister of Cambodia,2004-07-16,Q58287-F6C1EB1A-E2E5-4786-85DC-2D10D197518E
