id,name,relationship,relative,relativename
Q160318,Norodom Sihanouk,child,Q29936017,Norodom Naradipo
Q160318,Norodom Sihanouk,child,Q3488976,Norodom Arunrasmy
Q160318,Norodom Sihanouk,child,Q381817,Norodom Ranariddh
Q160318,Norodom Sihanouk,child,Q4923558,Norodom Chakrapong
Q160318,Norodom Sihanouk,child,Q4925272,Norodom Buppha Devi
Q160318,Norodom Sihanouk,child,Q56640816,Norodom Kantha Bopha
Q160318,Norodom Sihanouk,child,Q57319,Norodom Sihamoni
Q160318,Norodom Sihanouk,child,Q6636185,Norodom Narindrapong
Q160318,Norodom Sihanouk,child,Q7053178,Norodom Yuvaneath
Q160318,Norodom Sihanouk,father,Q1779614,Norodom Suramarit
Q160318,Norodom Sihanouk,mother,Q4926056,Sisowath Kossamak
Q160318,Norodom Sihanouk,spouse,Q21070371,Phat Kanhol
Q160318,Norodom Sihanouk,spouse,Q4919438,Norodom Monineath
Q160318,Norodom Sihanouk,spouse,Q56640824,Sisowath Pongsanmoni
Q160318,Norodom Sihanouk,spouse,Q64854469,Sisowath Monikessan
Q160318,Norodom Sihanouk,spouse,Q6641773,Mam Manivan Phanivong
Q57319,Norodom Sihamoni,father,Q160318,Norodom Sihanouk
Q57319,Norodom Sihamoni,mother,Q4919438,Norodom Monineath
Q57319,Norodom Sihamoni,sibling,Q3488976,Norodom Arunrasmy
Q57319,Norodom Sihamoni,sibling,Q381817,Norodom Ranariddh
Q57319,Norodom Sihamoni,sibling,Q4923558,Norodom Chakrapong
Q57319,Norodom Sihamoni,sibling,Q4925272,Norodom Buppha Devi
Q57319,Norodom Sihamoni,sibling,Q6636185,Norodom Narindrapong
Q57319,Norodom Sihamoni,sibling,Q7053178,Norodom Yuvaneath
Q57788,Hun Sen,child,Q104837344,Hun Mana
Q57788,Hun Sen,child,Q104837405,Hun Mali
Q57788,Hun Sen,child,Q13024351,Hun Manet
Q57788,Hun Sen,child,Q16729974,Hun Mani
Q57788,Hun Sen,child,Q17092084,Hun Manith
Q57788,Hun Sen,father,Q15993332,Hun Neang
Q57788,Hun Sen,spouse,Q4997395,Bun Rany
